,height,hem,hip,outer_leg,waist,thigh
1,160.2,34.25,46.1,49.25,35.9,25.0
2,164.2,34.75,44.7,52.1,35.55,26.5
3,158.9,31.95,46.4,49.1,36.85,28.45
4,153.1,32.1,45.45,46.75,40.8,29.6
5,153.8,31.9,45.65,47.0,38.5,26.0
6,163.2,31.7,42.5,49.55,35.4,24.1
7,165.1,31.3,46.15,50.95,39.95,26.65
9,153.2,32.45,46.0,46.5,40.4,27.0
10,158.4,33.25,50.0,48.5,43.15,28.75
11,158.1,30.25,41.6,48.05,32.7,23.9
12,156.5,32.1,47.7,48.6,42.1,28.1
13,167.2,38.45,51.8,51.6,44.6,31.1
14,157.8,34.95,44.15,49.0,34.9,26.9
15,156.1,30.65,43.45,48.6,34.0,26.3
16,163.1,32.4,43.7,51.7,32.05,25.75
17,161.2,34.4,47.7,50.0,39.55,28.9
18,161.7,37.75,51.95,53.8,42.4,33.25
20,162.8,34.25,46.25,50.7,38.6,28.6
21,159.6,33.55,48.4,50.2,37.45,29.85
22,163.9,32.85,46.4,51.2,33.55,27.05
23,169.0,36.55,49.9,51.7,41.8,29.05
24,153.0,30.15,43.25,46.75,31.6,25.8
25,170.9,33.9,46.0,53.4,38.35,26.7
26,159.1,33.9,49.65,49.6,37.25,29.75
27,168.5,37.8,51.05,52.85,40.9,30.95
28,161.7,35.7,49.15,50.3,40.7,28.4
29,169.9,33.4,44.65,54.0,31.6,27.05
30,157.6,32.9,43.95,48.15,33.85,24.4
32,158.6,32.3,46.0,48.4,40.6,27.35
33,162.2,33.75,47.75,50.2,35.55,29.55
34,156.5,31.25,41.35,47.8,32.45,23.25
35,159.1,33.2,45.15,49.65,37.1,25.85
36,164.8,33.6,44.6,51.05,32.0,26.85
37,165.7,35.85,46.5,52.4,35.8,27.25
38,166.0,33.2,47.5,51.7,34.0,29.75
39,160.6,33.85,45.9,50.0,34.6,26.7
40,154.0,32.0,45.75,48.1,35.15,27.45
41,155.5,34.15,44.5,48.75,33.6,26.05
42,169.3,36.2,50.4,52.85,37.45,29.3
43,163.8,35.65,50.65,51.2,40.4,30.0
44,160.8,32.4,47.0,49.35,32.9,27.8
45,162.5,33.0,46.0,50.7,33.5,26.35
46,153.5,31.0,44.25,46.85,31.0,26.8
47,161.0,31.85,45.4,51.45,34.45,26.9
48,160.5,32.65,44.15,51.6,32.0,27.05
49,154.6,30.5,45.75,49.0,33.9,26.65
50,156.4,31.75,43.0,48.35,33.0,24.9
51,158.5,31.4,42.75,49.9,35.05,25.25
52,160.0,35.0,50.65,50.1,38.05,31.5
53,154.0,34.7,49.9,47.8,44.15,31.25
55,162.7,33.65,43.25,51.4,36.75,23.6
56,159.2,33.15,44.4,50.35,33.4,25.6
57,165.9,36.15,48.25,52.05,37.3,27.2
58,153.6,32.0,43.95,46.8,34.2,25.1
59,162.1,35.0,45.85,51.25,36.6,27.75
60,161.1,32.4,44.2,50.4,35.75,24.9
61,160.0,32.5,47.5,49.6,36.8,29.35
62,159.9,31.3,43.75,49.55,31.45,24.35
63,163.7,29.7,41.3,50.35,31.6,23.85
64,158.6,34.7,47.6,50.3,36.45,28.65
65,152.1,30.95,43.25,45.9,35.05,25.35
66,160.3,34.95,48.4,49.0,40.25,30.3
67,170.2,37.5,51.0,54.25,41.2,30.2
69,164.0,35.65,52.75,52.7,43.65,30.75
70,166.6,32.5,44.5,51.9,33.05,25.9
71,163.7,37.65,53.1,52.3,42.3,32.0
73,161.2,35.55,46.5,50.25,42.8,26.25
74,155.8,35.1,48.8,47.9,45.5,29.0
75,162.2,33.9,47.85,50.6,37.65,28.75
76,160.7,31.8,43.8,49.0,33.3,26.1
78,155.1,32.4,44.05,48.1,31.95,25.85
79,166.8,34.25,47.0,51.7,36.9,28.2
80,167.4,32.9,45.4,52.95,32.65,27.4
81,167.2,34.55,47.65,51.7,33.75,26.4
82,163.8,35.5,48.15,51.2,40.45,29.25
83,158.1,33.65,46.6,49.2,35.95,27.5
84,162.8,35.9,49.0,50.8,40.95,31.05
85,163.6,33.4,46.2,52.35,34.5,28.2
86,153.1,35.45,48.05,46.25,40.0,30.1
88,162.9,33.05,44.75,50.2,31.3,25.85
89,156.7,32.3,44.95,49.45,35.55,26.35
90,169.7,34.95,45.25,52.4,36.8,26.5
91,158.2,33.95,47.0,50.1,35.75,28.75
92,148.5,29.3,39.6,46.45,30.5,23.9
93,164.4,33.35,46.0,52.95,33.9,27.5
95,170.1,38.2,50.15,54.35,42.15,31.0
96,163.4,32.4,44.5,51.95,36.85,26.15
97,161.5,34.0,47.0,49.0,35.85,28.55
98,160.2,36.0,50.0,49.1,37.7,31.4
99,164.8,36.25,49.85,52.3,37.8,30.1
100,161.2,34.05,47.65,50.4,36.4,29.45
101,168.3,35.45,48.6,52.35,38.95,28.95
102,168.5,33.05,45.6,54.25,37.1,25.6
103,167.7,38.15,48.15,53.8,40.15,28.85
104,159.0,33.8,45.05,48.9,33.4,28.4
105,163.3,36.45,48.6,50.45,37.8,30.65
106,169.8,35.5,44.75,52.65,32.9,26.05
107,158.2,32.15,44.1,50.25,33.45,26.3
108,157.0,33.5,45.6,49.2,33.9,25.6
109,166.6,34.5,49.2,51.35,41.35,29.6
110,160.4,32.2,44.5,50.65,37.45,27.6
111,165.1,37.75,51.1,52.0,42.8,29.9
112,163.5,33.45,44.6,51.7,32.0,25.95
113,163.1,35.95,49.0,51.25,39.0,29.95
114,158.2,31.0,44.75,49.25,34.2,26.0
115,164.5,36.1,50.2,50.85,42.8,29.7
116,170.6,34.05,45.75,51.8,34.65,26.75
118,158.1,32.9,44.1,49.2,32.25,25.85
119,157.5,33.65,47.9,48.8,36.5,29.75
121,156.9,30.9,42.9,49.2,32.8,25.35
122,153.9,31.0,45.1,48.9,34.05,27.5
124,157.2,32.75,44.1,47.7,35.75,27.0
125,165.2,32.5,44.55,52.0,33.65,25.95
126,161.6,33.4,45.85,50.6,37.2,27.35
127,161.8,34.5,47.25,50.25,36.1,29.85
128,155.3,33.05,44.1,48.4,33.7,26.35
129,160.0,31.7,44.9,50.0,34.85,26.0
130,154.7,32.3,47.25,48.0,39.7,28.7
131,163.8,36.4,49.35,51.7,37.75,30.95
132,160.6,34.05,49.7,49.75,34.65,29.75
133,157.7,33.9,44.25,48.65,32.6,25.75
134,155.4,35.5,47.4,48.4,38.5,28.9
135,170.3,36.0,49.75,53.45,38.1,29.05
136,166.2,32.35,44.1,52.9,37.0,24.05
137,160.9,33.4,43.05,50.25,35.25,26.05
138,154.9,34.05,47.65,48.1,39.95,28.95
139,159.0,33.0,46.5,49.4,35.65,28.3
140,158.3,34.75,45.25,48.15,33.05,26.85
141,161.8,34.0,52.35,52.15,40.5,33.1
142,152.4,33.05,49.6,46.5,40.85,30.15
143,164.1,33.2,46.5,50.65,37.8,26.8
144,166.5,36.25,49.35,52.7,37.6,29.75
145,161.4,33.35,46.0,50.25,35.5,26.85
146,158.5,36.1,47.7,48.3,36.4,29.1
147,162.7,32.6,47.6,51.25,36.3,28.0
148,165.6,31.3,42.65,51.15,33.2,25.3
149,156.7,36.2,50.3,48.05,42.75,31.75
150,164.5,36.65,51.65,51.6,40.0,30.7
151,164.1,34.9,49.6,51.5,38.25,28.15
152,157.5,33.05,45.65,48.15,31.9,26.75
153,167.2,32.9,48.95,53.1,38.9,28.45
154,158.5,34.65,53.45,48.6,46.9,33.15
155,158.1,32.95,49.2,49.2,34.15,28.75
156,152.2,32.4,46.1,46.85,36.8,28.4
157,164.9,32.8,44.35,51.5,35.85,26.05
158,153.0,31.25,45.1,46.65,34.7,27.1
159,155.4,34.15,47.6,47.75,35.75,29.4
160,165.4,33.5,44.7,51.85,32.55,26.0
161,169.7,35.65,48.0,53.65,34.65,29.1
162,169.0,33.95,46.95,52.85,36.9,27.25
163,151.4,34.05,49.25,47.1,40.85,30.3
164,152.5,33.75,44.9,47.55,34.8,26.8
165,159.7,31.95,49.25,50.25,39.8,29.7
166,159.5,34.45,46.0,50.05,36.05,27.25
167,161.2,33.15,46.0,51.0,36.55,28.1
168,164.9,33.85,47.8,51.55,35.75,27.45
169,154.8,32.15,45.5,48.6,36.5,27.45
170,164.6,35.7,51.7,51.2,40.4,31.35
171,172.1,35.0,48.0,53.9,34.2,28.55
172,161.9,35.95,50.9,50.8,46.55,30.5
173,159.3,32.9,43.7,49.35,33.6,25.7
174,160.0,36.95,53.9,50.05,39.9,32.35
175,161.2,33.65,45.55,48.3,36.25,27.05
176,166.0,36.45,51.25,52.5,42.1,30.1
177,160.3,34.55,47.7,50.25,36.3,29.2
178,164.9,34.95,48.5,52.95,41.15,30.0
180,160.7,31.8,42.6,50.1,31.9,25.95
181,158.6,33.6,46.05,48.75,38.55,28.95
182,153.8,30.4,42.65,47.1,34.05,25.75
183,158.9,32.8,45.75,49.05,37.2,28.15
184,153.7,33.05,47.0,47.8,37.85,28.35
185,167.4,31.5,43.95,51.5,30.55,25.6
186,163.0,34.9,46.35,51.3,33.1,27.3
187,157.2,33.95,45.8,48.8,35.2,27.45
188,160.5,34.5,51.5,49.75,41.3,30.6
189,152.2,30.7,43.35,46.75,32.65,25.85
191,158.3,36.15,49.75,49.6,41.6,29.05
192,172.6,32.9,48.7,54.65,33.8,28.45
193,172.5,36.95,48.55,54.65,40.95,29.45
194,160.8,33.75,48.9,48.6,36.65,29.55
195,164.9,33.25,45.95,50.5,32.45,26.0
196,156.0,31.95,46.6,47.6,34.1,26.4
198,159.5,33.1,46.15,50.15,39.85,26.7
199,150.2,31.9,44.7,46.3,33.4,26.8
200,162.7,33.7,46.9,49.5,35.05,27.05
201,159.4,31.15,42.85,48.25,32.35,24.0
202,169.9,33.05,47.35,52.75,39.2,27.65
203,167.8,34.4,48.85,52.85,38.25,28.7
204,160.1,34.3,50.0,50.05,43.85,29.25
207,159.1,31.8,45.65,50.0,34.95,27.15
208,157.8,28.75,42.9,49.15,33.15,23.45
209,164.4,33.55,47.45,50.9,37.75,28.05
210,161.9,33.15,46.3,49.15,37.25,27.0
211,163.1,32.8,43.0,50.4,31.9,25.75
212,157.2,33.05,48.35,48.6,39.1,27.95
213,162.4,32.95,45.4,50.8,33.75,27.2
214,156.0,33.15,49.8,48.75,41.9,31.4
215,159.4,33.1,46.75,49.4,35.1,27.95
216,160.2,31.4,45.6,48.9,34.85,25.6
217,158.9,32.75,43.0,48.5,36.4,25.55
218,159.0,33.25,46.1,50.5,38.15,27.35
219,161.1,34.5,49.0,49.8,43.6,30.1
220,157.7,36.25,50.45,47.8,41.25,30.35
221,156.0,34.2,48.6,48.15,43.15,30.65
222,167.0,34.45,51.75,51.7,40.8,30.75
223,165.5,32.3,45.2,51.4,36.35,25.9
224,162.2,32.4,44.2,49.65,35.2,26.9
225,156.7,31.9,46.0,48.3,33.85,26.25
226,164.7,31.4,42.95,51.1,35.75,25.55
227,163.2,33.5,44.9,51.85,34.15,28.3
228,164.7,31.75,44.2,51.8,35.7,25.6
229,171.5,35.2,45.9,53.5,34.8,25.45
230,162.9,35.25,50.55,50.55,40.85,30.9
231,167.6,34.75,50.5,52.9,42.45,29.5
232,159.4,34.4,48.4,48.8,41.45,30.7
234,163.6,32.7,48.0,50.9,42.4,27.7
235,162.7,35.6,44.9,51.8,40.65,26.25
236,156.4,33.8,48.25,47.35,42.6,28.3
237,168.1,35.25,50.15,52.85,35.85,28.5
238,157.0,33.4,43.35,48.25,34.85,26.65
239,154.5,30.15,44.6,48.4,34.75,25.05
241,168.7,33.45,46.6,53.45,35.95,27.05
242,151.9,33.25,46.45,47.55,38.15,30.4
243,171.2,34.8,49.1,53.65,37.9,29.4
244,159.9,34.85,44.2,50.75,34.4,26.95
245,164.1,32.85,48.25,51.25,36.6,29.95
246,166.1,33.4,47.25,51.35,35.95,27.5
247,154.6,32.3,44.6,46.8,31.75,25.85
248,161.0,33.6,46.4,50.45,38.25,28.5
249,150.8,30.1,41.2,45.4,32.15,24.9
251,161.0,31.9,45.9,49.0,35.0,25.35
252,152.9,32.65,47.2,47.15,38.9,27.25
253,157.8,33.7,47.85,49.7,37.35,26.5
254,171.0,36.0,49.7,53.75,39.4,31.15
255,159.5,33.25,48.25,50.15,40.2,28.2
256,161.0,35.15,45.85,49.75,35.2,27.0
257,158.4,35.4,53.6,48.15,46.9,32.15
258,161.8,32.65,46.8,50.2,36.9,30.25
259,159.4,33.5,45.25,49.2,35.55,26.45
260,159.0,31.95,45.45,49.85,32.9,27.15
261,158.8,33.4,43.75,49.05,37.7,24.7
262,163.5,31.7,45.75,51.0,35.15,27.4
263,166.5,35.3,49.75,52.0,40.7,29.2
264,168.2,31.8,44.5,52.0,33.4,25.4
265,155.5,29.15,42.9,47.25,34.65,26.1
266,167.7,33.4,46.5,50.7,34.15,29.0
267,163.6,34.1,48.5,50.95,37.45,30.65
268,159.5,36.55,52.55,50.1,42.2,33.0
269,150.8,30.65,44.45,46.4,32.65,27.5
270,157.5,33.65,49.45,48.25,39.15,31.55
272,158.5,34.05,51.35,50.15,38.9,30.3
274,153.3,32.8,47.15,47.9,38.7,30.7
275,162.5,29.95,44.4,50.55,35.2,26.3
276,158.2,32.75,44.75,48.6,38.6,28.45
277,167.0,32.75,47.25,52.75,39.75,27.25
278,170.1,36.2,51.4,53.6,44.9,32.3
279,166.6,35.3,49.6,52.5,42.2,28.7
280,172.1,34.75,49.4,53.0,39.3,30.55
281,162.0,33.7,49.95,50.95,45.8,31.5
282,167.1,34.15,49.9,51.5,36.15,31.65
283,159.7,28.75,42.75,48.65,35.15,25.45
284,158.1,36.7,48.1,48.4,37.95,31.8
285,159.9,31.75,48.2,49.3,36.8,30.65
287,161.5,35.5,48.25,51.0,40.55,31.9
288,162.0,33.15,46.85,49.65,37.75,28.5
289,158.5,31.35,44.75,47.7,33.55,27.2
290,168.0,34.7,51.05,51.25,40.0,33.7
291,152.4,33.75,50.5,46.35,40.4,32.45
292,153.8,32.05,48.55,47.1,39.4,31.0
293,154.5,31.4,44.6,47.4,35.3,27.8
294,161.0,32.8,43.7,50.8,32.45,27.85
295,156.9,32.2,42.7,48.7,32.75,27.5
296,159.7,34.1,47.0,50.1,35.75,30.85
297,160.9,30.15,42.8,49.3,32.5,27.7
298,161.6,33.85,50.05,51.25,38.75,30.1
299,161.8,34.9,46.1,51.25,37.45,30.1
300,163.3,33.9,49.75,50.25,41.45,31.25
301,151.6,34.55,46.65,47.0,36.5,29.05
302,163.7,34.0,46.75,50.5,36.15,29.6
303,167.8,35.35,48.15,53.0,36.65,28.55
304,162.5,34.75,49.65,52.0,36.1,31.8
305,163.3,35.8,50.65,51.7,40.2,32.95
307,154.8,35.7,50.4,48.35,43.95,32.75
308,152.1,31.95,44.5,47.35,35.85,29.4
309,159.4,32.5,45.55,48.25,35.15,27.95
310,165.6,34.75,48.75,50.75,44.05,29.05
311,158.2,33.9,45.4,49.4,31.45,26.05
312,155.1,33.9,48.5,47.85,38.7,31.5
313,167.3,33.4,45.75,53.1,37.7,27.9
314,159.1,29.55,40.8,48.6,30.8,25.45
315,167.4,35.2,50.0,52.95,40.95,31.5
316,161.4,33.3,46.45,51.05,35.65,29.5
318,161.9,31.6,44.75,51.1,34.7,32.7
319,158.6,31.7,45.0,49.2,33.55,28.7
320,159.2,30.8,45.15,49.4,34.3,27.3
321,160.9,30.7,41.55,48.55,31.7,24.8
322,164.8,31.3,47.85,50.9,32.7,29.35
323,155.6,33.5,46.4,49.05,38.6,30.15
324,164.1,34.7,49.6,49.8,42.65,30.4
325,159.6,30.75,45.45,48.75,35.9,27.55
326,164.8,33.25,48.35,50.75,37.25,29.2
327,166.5,32.6,47.2,51.45,41.3,27.95
328,162.1,35.15,49.8,49.7,43.25,33.75
329,164.4,34.25,47.4,50.4,37.05,29.65
330,148.1,32.55,48.35,46.1,37.1,32.15
331,156.5,31.5,45.75,49.15,35.8,29.4
332,165.7,33.3,46.35,52.7,36.45,28.95
333,158.6,31.5,47.85,49.7,36.5,31.05
334,157.1,30.9,45.5,47.95,32.25,27.85
335,162.4,33.1,46.5,50.5,37.25,30.0
336,162.2,33.9,51.1,50.1,42.95,33.1
337,163.7,33.7,44.95,51.0,35.4,29.05
338,161.2,32.65,46.65,48.85,33.0,30.35
339,158.6,35.5,50.5,49.9,42.2,32.65
340,164.6,33.1,46.85,52.2,37.15,29.65
341,167.8,30.4,45.3,51.35,34.65,28.0
342,156.9,33.3,48.4,49.05,37.9,32.05
343,162.6,33.65,45.85,48.2,33.05,28.8
344,159.3,32.4,44.95,49.7,37.5,28.95
347,157.0,32.4,43.35,48.25,30.25,26.25
348,165.5,30.7,43.4,50.1,33.05,26.75
349,162.4,31.55,45.1,50.5,33.7,28.6
351,164.1,35.0,47.0,50.35,36.7,30.6
353,149.8,33.75,46.25,46.4,39.65,31.3
354,162.7,32.5,45.65,49.85,35.2,29.15
355,157.6,30.1,45.65,48.25,34.85,27.9
356,155.1,31.2,45.4,47.75,35.15,29.3
357,153.7,29.8,43.7,46.5,33.25,28.45
358,162.8,31.0,43.5,50.7,34.45,26.25
359,167.6,37.55,49.35,53.1,39.8,30.6
360,155.6,33.8,45.9,47.9,38.1,29.5
361,169.7,34.75,47.1,53.25,35.95,27.55
362,162.4,35.5,47.45,51.35,35.45,28.6
363,155.6,31.7,44.25,47.3,33.55,25.6
364,162.0,34.15,47.2,49.35,35.2,28.3
365,159.3,32.15,44.3,49.3,32.85,26.55
366,157.7,32.25,45.0,49.0,31.15,26.45
367,161.8,33.8,47.95,50.7,34.5,28.6
368,164.3,32.4,45.3,52.45,35.1,27.75
369,162.9,35.85,50.75,50.4,43.9,31.8
370,158.1,32.85,47.4,50.1,38.2,27.35
372,164.1,35.7,49.75,50.7,38.55,32.05
373,158.5,34.65,49.8,49.1,39.4,31.6
374,156.1,33.4,46.75,47.85,35.2,29.25
375,165.8,36.25,51.8,52.15,38.8,31.75
376,162.9,32.9,44.4,50.35,36.3,26.7
377,163.3,34.8,49.85,51.25,36.6,30.45
378,156.8,32.55,48.0,49.05,39.7,27.85
379,160.8,31.75,46.05,48.4,35.75,28.2
380,161.7,37.8,51.65,51.0,45.9,32.95
381,159.0,31.75,47.25,50.6,35.1,28.05
382,170.2,36.95,46.55,54.2,35.0,28.85
383,167.6,31.65,46.0,51.5,31.1,25.55
384,154.9,31.8,44.4,46.4,32.35,26.95
385,160.1,32.25,44.15,49.1,32.65,26.55
386,160.5,36.65,53.8,50.5,38.65,32.9
387,152.9,32.55,48.1,48.2,41.05,27.7
388,166.1,35.35,49.65,52.05,37.4,31.2
389,156.3,34.8,46.1,48.85,33.4,28.25
390,164.4,32.65,46.15,51.45,33.95,26.45
391,164.9,36.75,50.5,50.85,40.85,30.15
392,161.5,29.7,43.25,49.4,32.35,25.15
393,162.6,33.35,45.65,48.0,35.55,28.95
394,162.9,33.5,46.35,50.9,33.5,27.3
395,161.1,34.1,45.25,51.05,34.05,26.8
396,154.8,31.05,44.5,48.7,33.9,26.0
397,162.6,30.25,44.0,50.45,31.85,25.8
398,168.2,33.7,46.95,52.15,38.85,27.6
399,160.3,30.15,41.85,49.65,32.1,23.85
400,165.0,36.55,49.4,51.65,36.4,29.05
401,164.8,35.4,48.5,52.4,33.85,29.05
402,161.5,33.9,46.0,48.95,32.55,28.55
404,160.6,34.8,47.55,51.1,36.0,27.85
405,162.8,34.0,46.3,51.1,37.95,27.15
406,155.9,31.1,43.4,47.65,36.6,24.7
407,164.4,31.9,45.1,50.6,33.45,25.95
408,162.1,31.4,44.8,50.45,37.55,25.9
409,164.9,34.9,49.9,50.65,42.85,31.45
410,166.1,33.95,48.05,52.1,38.7,28.6
411,161.4,32.05,44.4,49.65,35.7,27.25
412,155.8,32.25,43.7,48.05,33.2,27.1
413,162.5,38.0,53.4,52.45,39.6,32.1
414,154.9,32.5,47.5,49.05,33.65,28.65
415,168.4,31.8,44.6,52.2,32.85,25.3
416,156.5,31.0,43.3,47.6,31.25,25.05
417,162.8,32.65,44.45,49.95,32.85,26.6
418,157.6,32.8,48.0,48.65,40.3,30.3
419,164.4,34.2,49.65,51.85,42.45,30.45
420,158.6,35.1,50.8,48.3,44.4,31.2
422,171.8,35.4,47.25,52.7,38.45,28.2
423,171.3,34.3,47.35,53.75,35.5,27.9
424,167.7,32.4,45.6,52.65,32.9,28.05
425,162.9,31.25,45.55,51.1,40.25,28.55
426,157.1,29.8,42.65,48.7,32.25,25.95
427,169.0,37.65,53.35,52.15,43.5,31.6
428,158.0,34.9,49.8,48.75,39.05,29.65
429,159.2,37.35,51.55,49.5,42.35,31.25
430,164.9,30.9,41.3,50.8,30.05,23.85
431,166.5,34.75,49.75,51.45,37.2,30.05
432,155.8,30.9,42.65,47.8,32.05,24.65
433,158.3,30.95,43.9,49.55,32.65,24.15
434,155.7,29.5,42.2,48.9,32.35,24.15
435,158.2,31.25,42.5,49.0,32.7,25.5
437,156.6,33.3,47.65,48.3,36.55,29.05
438,160.2,34.15,47.1,50.1,36.35,28.05
439,155.6,30.7,44.75,49.75,34.55,26.65
441,159.8,31.7,43.5,50.1,33.95,25.3
442,164.7,34.7,48.75,51.1,35.95,28.65
443,156.4,31.5,44.5,47.9,34.9,26.5
444,162.9,36.45,53.45,50.35,49.75,32.6
445,165.8,34.35,49.5,51.65,37.7,28.9
446,160.6,31.55,43.7,50.25,32.85,26.15
447,158.9,35.3,47.3,49.25,42.6,29.95
448,153.9,34.35,46.9,47.85,34.75,29.35
449,156.2,35.1,47.9,49.0,37.35,28.55
450,162.6,31.35,44.3,51.05,35.2,25.8
451,162.7,34.1,44.9,51.35,35.0,26.6
452,152.9,30.6,42.5,46.5,35.2,24.5
453,165.0,34.95,46.55,51.5,37.45,27.85
454,160.5,31.55,45.95,49.25,37.75,27.45
455,164.0,36.8,49.6,51.2,40.5,30.6
456,165.5,36.15,49.7,51.7,41.0,30.4
458,162.7,31.05,43.45,50.85,31.95,25.4
459,163.7,31.5,44.5,50.75,34.35,25.6
460,156.8,34.5,48.65,49.4,40.9,30.75
461,167.1,36.75,49.25,52.3,42.0,30.45
462,164.4,36.75,50.3,51.85,38.5,30.25
463,154.3,31.2,44.0,48.15,36.7,26.4
464,158.6,31.75,45.4,49.3,32.45,27.0
465,158.5,30.2,42.8,50.4,33.05,24.8
466,151.9,31.15,43.2,47.1,32.7,26.45
467,163.7,35.3,45.65,50.5,36.0,27.25
468,157.4,34.25,45.85,48.85,34.1,27.05
469,163.0,32.15,47.4,52.2,38.0,28.4
470,167.0,36.35,49.6,52.4,38.7,29.75
471,154.7,33.65,45.65,47.75,35.75,27.0
472,171.0,34.05,44.35,54.4,33.8,26.8
473,157.8,31.65,42.95,48.15,31.45,24.9
474,160.8,33.8,46.75,51.55,38.0,26.5
475,158.6,33.5,47.35,50.1,37.5,28.45
476,156.4,34.4,48.25,48.2,38.15,30.3
477,152.9,30.15,42.05,48.0,34.55,25.1
478,158.8,32.9,46.65,48.65,35.65,27.65
479,155.3,34.8,47.8,47.75,38.35,27.05
480,165.4,32.9,44.2,51.8,35.0,26.4
481,159.9,34.3,46.9,51.1,40.65,28.0
482,163.9,32.8,44.85,51.75,37.05,26.45
483,170.0,34.65,46.75,52.95,32.3,28.8
484,162.2,33.2,45.15,50.6,36.9,27.65
485,153.2,34.1,46.75,47.25,36.55,27.85
486,161.1,34.8,50.15,51.6,40.05,29.95
487,161.6,36.6,49.6,50.3,38.05,28.85
488,152.3,31.35,44.1,48.0,31.55,25.75
489,158.9,34.2,46.75,49.6,35.3,28.55
490,164.4,32.3,45.7,51.95,37.35,27.35
491,153.1,32.4,43.75,49.05,33.25,26.6
492,158.6,30.8,42.6,50.05,32.8,26.1
493,171.7,33.45,47.85,52.4,33.95,28.1
495,156.0,34.4,43.9,48.75,37.75,25.25
496,156.8,32.6,41.3,48.25,32.45,25.15
497,161.8,37.3,54.15,51.15,43.95,33.25
499,158.9,36.15,52.1,49.45,41.4,31.6
500,163.4,35.85,44.8,51.6,32.65,27.95
501,168.2,34.65,48.0,53.15,37.35,28.75
502,158.0,33.35,43.5,49.0,35.05,25.7
503,164.7,33.25,45.65,51.8,32.85,27.55
504,157.1,32.25,43.45,49.75,33.15,26.25
505,153.7,32.65,44.05,47.4,31.6,27.3
506,165.5,34.9,50.45,52.05,40.7,30.85
507,164.6,34.9,50.5,50.35,39.35,31.25
508,154.0,31.55,44.75,48.65,30.4,25.8
509,166.2,35.7,50.2,51.35,39.6,30.8
510,166.1,32.65,47.95,49.6,37.2,28.05
511,167.8,36.55,48.2,53.35,39.0,29.85
512,163.0,35.6,51.1,51.1,39.9,30.55
513,158.1,32.5,46.0,49.0,35.5,27.45
514,158.7,33.2,45.75,49.45,39.45,28.05
515,153.6,31.6,42.1,46.65,29.9,24.7
516,163.6,32.6,42.8,50.9,34.65,25.65
517,165.2,38.1,52.55,52.6,43.2,32.85
518,153.1,35.55,46.65,48.05,37.7,28.3
519,165.4,32.45,46.2,50.95,35.45,26.5
520,158.9,30.75,43.5,50.95,35.35,25.2
521,162.7,36.3,50.0,50.05,41.5,30.55
522,155.2,35.3,50.2,47.65,37.7,30.7
523,160.6,35.8,48.0,49.15,39.5,27.5
525,153.7,31.8,42.25,49.25,34.55,24.45
526,157.9,33.25,50.2,48.65,38.9,29.7
527,170.6,34.4,46.2,53.4,35.55,26.85
529,157.8,33.55,45.55,50.1,33.15,27.2
530,167.9,31.65,47.0,51.3,33.05,27.65
531,163.5,32.8,46.45,49.8,36.65,27.6
532,155.5,31.4,43.25,48.65,33.15,25.7
533,157.4,34.2,46.2,50.55,39.05,28.4
534,162.3,33.0,44.2,50.9,35.75,26.8
535,168.9,34.45,48.95,52.15,36.95,29.2
536,162.8,34.7,48.7,51.4,37.1,31.0
537,163.1,35.45,52.7,50.2,44.25,32.25
539,154.6,32.15,45.1,47.7,35.75,27.35
540,160.1,33.4,47.35,49.15,34.4,26.6
541,167.0,37.3,50.15,52.55,40.3,31.55
542,159.4,34.2,44.15,50.3,32.35,26.25
544,164.9,34.7,46.95,51.9,37.55,29.05
545,159.7,36.75,47.6,50.0,39.25,29.85
546,159.7,34.95,49.65,50.0,34.6,30.1
547,153.3,32.15,44.0,48.2,35.0,25.4
548,164.4,34.55,44.9,51.1,33.7,27.1
549,170.3,36.05,47.45,54.5,39.0,27.8
550,162.6,31.2,43.85,51.15,36.7,26.75
551,162.3,36.05,48.2,50.4,40.2,30.2
552,160.8,34.2,46.0,50.95,33.1,27.8
553,158.3,33.75,44.0,49.65,40.15,28.0
554,166.2,33.85,47.6,51.5,37.1,28.7
555,159.6,32.3,44.45,49.75,33.1,26.45
556,160.2,32.4,47.25,50.75,37.3,28.0
557,160.8,34.4,47.25,49.95,36.75,29.6
558,159.6,31.55,44.95,48.65,34.35,25.95
559,158.9,30.65,42.9,49.2,33.4,25.65
560,164.9,33.9,45.5,52.7,32.75,26.7
561,158.9,35.6,48.1,50.0,39.15,28.8
562,162.0,35.85,50.5,50.15,42.45,32.1
563,163.8,34.8,45.2,50.7,35.5,27.15
564,160.7,32.8,46.15,50.75,32.4,27.85
565,163.2,36.0,48.75,50.6,38.6,29.65
566,156.6,30.55,43.25,48.4,31.15,25.85
567,164.6,33.4,46.35,51.55,35.65,27.05
568,165.1,34.8,49.55,52.7,38.75,29.6
569,167.1,34.75,45.6,53.35,33.5,27.4
570,154.6,33.2,45.85,48.1,34.65,28.8
571,159.0,32.4,48.65,48.8,39.0,28.4
572,154.4,31.9,43.5,48.45,32.5,26.75
573,160.0,34.95,49.0,49.3,38.7,30.1
574,155.6,31.55,43.4,48.0,33.0,25.9
575,157.8,33.25,45.1,48.35,38.35,27.6
576,162.1,31.75,44.05,50.25,36.5,25.3
577,152.1,30.95,43.55,46.5,34.9,26.15
578,164.0,34.0,46.3,50.7,36.2,28.1
